1	<: moln=>	9	0	9	https://index.hu/sport/2000/12/15/hunitapolo/	default	default
1	<.>	88	8	0	https://index.hu/belfold/2020/05/02/a_koronavirus-jarvany_kozepen_rabositottak_a_momentum_aktivistait/	default	default
1	<a _blank= href=@LINK id=@LONG>	2	0	2	https://velvet.hu/celeb/2013/08/24/baratok_kozt/	hivatkozas	href
3	<a _blank= href=@LINK target=@target>	2.33333333333333	0	2.33333333333333	https://velvet.hu/celeb/hcdb/napcelebje/gregor080701/ http://galeria.index.hu/nagykep/2013/03/19/tiz_ev_irakban/ https://index.hu/nagykep/2013/03/20/tiz_ev_irakban/	hivatkozas	href
1	<a _blank= href=@LINK title=@title>	5	0	5	https://velvet.hu/celeb/2010/08/21/vetkozessel_erotikus_tanccal_veszeltek_at_a_hiressegek_a_nevtelenseget/	hivatkozas	href
364	<a _blank= href=@LINK>	80.8461538461538	4.63461538461539	12.0137362637363	https://index.hu/kultur/mozi/torok0903/ https://index.hu/kultur/mozi/0615hindu/ https://index.hu/kultur/cinematrix/ccikkek/2012/07/21/filmek_amik_olnek/ https://index.hu/kultur/cinematrix/ccikkek/cann0514/ https://index.hu/kultur/mozi/gyony1126/	hivatkozas	href
2	<a a= akartuk= feladni= gyerekeink= href=@LINK miatt= nem= target=@target title=@title>	4.5	0	4.5	https://femina.hu/hazai_sztar/r_karpati_peter_valas_gyerekek/ https://femina.hu/hazai_sztar/r_karpati_peter_bekules/	hivatkozas	href
1	<a a= aki= az= friderikusz= href=@LINK id=@LONG m= megkeres= mondta= origo= s= show-ban= tavaszi= volt=>	1	0	1	https://index.hu/mindekozben/poszt/2014/06/24/friderikusz_szakit_a_tv2-vel/	hivatkozas	href
2	<a a= az= href=@LINK k= nem= target=@target title=@title>	1.5	0	1.5	https://femina.hu/kapcsolat/mit_gondol_a_szereto/ https://femina.hu/kapcsolat/miert_csalja_meg_a_ferfi_a_not/	hivatkozas	href
2	<a a= b= href=@LINK target=@target title=@title>	3	0	3	https://femina.hu/hazai_sztar/bagi_ivan_eskuvo_vallomas/ https://femina.hu/hazai_sztar/bagi_ivan_parkapcsolat/	hivatkozas	href
