1	<a aria-describedby=@NUM aria-owns=@NUM class=profileLink data-hovercard=@LONG data-hovercard-prefer-more-content-show=@NUM href=@LINK id=@NUM>	2.0	0.0	2.0	https://www.vadhajtasok.hu/2019/03/19/oriasi-siker-volt-a-nemzeti-dal-unnep	hivatkozas	href	
2	<a aria-describedby=@NUM aria-owns=@NUM data-hovercard=@LONG data-hovercard-prefer-more-content-show=@NUM data-hovercard-referer=@LONG href=@LINK id=@NUM>	4.0	0.0	4.0	https://www.vadhajtasok.hu/2020/03/22/nem-kerjuk-hanem-koveteljuk-a-hatosagoktol-hogy-kapcsoljak-le-ezt-a-alhirgyarto-oldalt-amit-most-bemutatunk https://www.vadhajtasok.hu/2019/02/03/7-eve-vesztettuk-el-csurka-istvant	hivatkozas	href	
1	<a aria-describedby=@NUM aria-owns=js_aui data-hovercard=@LONG data-hovercard-prefer-more-content-show=@NUM data-hovercard-referer=@LONG href=@LINK id=js_auo>	4.0	0.0	4.0	https://www.vadhajtasok.hu/2019/12/01/mar-szelsosegeskent-tartjak-szamon-a-korabbi-host-aki-puszta-kezzel-esett-neki-egy-muszlim-terroristanak	hivatkozas	href	
1	<a aria-describedby=@NUM aria-owns=js_bab data-hovercard=@LONG data-hovercard-prefer-more-content-show=@NUM data-hovercard-referer=@LONG href=@LINK id=@NUM>	6.0	0.0	6.0	https://www.vadhajtasok.hu/2020/02/26/sebestyen-balazs-viccelodik-ket-koronavirus-beter-egy-magyar-korhazba	hivatkozas	href	
6	<a aria-label= (új fülön nyitja meg) href=@LINK rel=noreferrer noopener target=@target>	1.0	0.0	1.0	https://www.vadhajtasok.hu/2020/08/06/nemzeti-szervezetek-kozos-kozlemenye-udvozoljuk-a-budapest-pride-felvonulas-elmaradasat https://www.vadhajtasok.hu/2019/01/17/aki-a-nagy-magyarorszag-ellen-kampanyol https://www.vadhajtasok.hu/2020/01/30/a-pride-lobbi-oktoberben-bekoltozott-a-pecsi-varoshazara https://www.vadhajtasok.hu/2019/05/29/transznemu-lany-tanul-borotvalkozni-a-gillette-reklamjaban	hivatkozas	href	
1	<a aria-label=@bombázásNUM href=@LINK rel=noreferrer noopener target=@target>	2.0	0.0	2.0	https://www.vadhajtasok.hu/2020/04/01/a-szigoru-biztonsagi-intezkedeseket-mellozo-svedorszagban-elkezdte-szedni-az-aldozatait-a-koronavirus	hivatkozas	href	
1	<a aria-label=@LONG href=@LINK rel=noopener noreferrer target=@target>	3.0	0.0	3.0	https://www.vadhajtasok.hu/2019/07/25/budahazy-gyuri-50-szuletesnapjat-unnepelte-a-polgari-mulatoban-video	hivatkozas	href	
1	<a aria-label=@LONG href=@LINK rel=noreferrer noopener nofollow target=@target>	4.0	0.0	4.0	https://www.vadhajtasok.hu/2019/04/08/akinek-ennyi-a-mondanivaloja-az-ennyit-is-er-cimmel-kozolte-legfrissebb-frocsogeset-a-hazaarulo-ujhelyi	hivatkozas	href	
67	<a aria-label=@LONG href=@LINK rel=noreferrer noopener target=@target>	2.8656716417910446	0.11940298507462686	2.537313432835821	https://www.vadhajtasok.hu/2019/04/23/bokros-csomagol https://www.vadhajtasok.hu/2019/09/29/szabo-timea-azert-politizalunk-hogy-ezt-a-rohadt-fideszes-vilagot-megvaltoztassuk https://www.vadhajtasok.hu/2020/10/12/meseorszag-mindenkie-ujabb-video-a-hazafiak-a-gyermekmegronto-mesekonyv-ellen-tiltakoztak https://www.vadhajtasok.hu/2019/04/28/felzabaljak-egymast-fegyor-felszolitotta-gyurcsanyt-ne-riszaljon https://www.vadhajtasok.hu/2020/02/04/vadai-frocsogve-ment-neki-varga-juditnak	hivatkozas	href	
2	<a aria-label=@LONG href=@LINK rel=noreferrer style=@STYLE target=@target>	5.0	0.0	5.0	https://www.vadhajtasok.hu/2019/05/29/budahazy-gyorgy-a-2019-es-ep-valasztas-margojara	hivatkozas	href	
1	<a aria-label=@nyitjaNUM href=@LINK rel=noreferrer noopener target=@target>	2.0	0.0	2.0	https://www.vadhajtasok.hu/2019/03/04/katasztrofalis-a-budapesti-polgari-birosagok-szemelyisegi-jogi-sajtoperes-gyakorlata	hivatkozas	href	
1	<a aria-label=beszédet (új fülön nyitja meg) href=@LINK rel=noreferrer noopener target=@target>	1.0	0.0	1.0	https://www.vadhajtasok.hu/2020/01/31/budahazy-gyorgy-feher-kereszteny-heteroszexualis-ferfi-veszelyben-vagy-vedekezz	hivatkozas	href	
1	<a aria-label=ce (opens in a new tab) href=@LINK rel=noreferrer noopener target=@target>	1.0	0.0	1.0	https://www.vadhajtasok.hu/2020/04/01/a-szigoru-biztonsagi-intezkedeseket-mellozo-svedorszagban-elkezdte-szedni-az-aldozatait-a-koronavirus	hivatkozas	href	
1	<a aria-label=cikkben (új fülön nyitja meg) href=@LINK rel=noreferrer noopener target=@target>	1.0	0.0	1.0	https://www.vadhajtasok.hu/2020/02/12/ez-a-nap-is-eljott-jakob-sorost-vedi	hivatkozas	href	
1	<a aria-label=égtek (új lapon nyílik) href=@LINK rel=noreferrer noopener target=@target>	1.0	0.0	1.0	https://www.vadhajtasok.hu/2020/04/01/a-szigoru-biztonsagi-intezkedeseket-mellozo-svedorszagban-elkezdte-szedni-az-aldozatait-a-koronavirus	hivatkozas	href	
1	<a aria-label=énekelni (új fülön nyitja meg) href=@LINK rel=noreferrer noopener target=@target>	1.0	0.0	1.0	https://www.vadhajtasok.hu/2019/04/28/felzabaljak-egymast-fegyor-felszolitotta-gyurcsanyt-ne-riszaljon	hivatkozas	href	
1	<a aria-label=Europol (új lapon nyílik meg) href=@LINK rel=noreferrer noopener target=@target>	1.0	0.0	1.0	https://www.vadhajtasok.hu/2020/06/28/egy-sved-politikus-is-terrorszervezette-nyilvanitana-az-antifat	hivatkozas	href	
